Id,Title,Artist,Genre,Release,Rating
3539,Sweet Caroline [CD],Neil Diamond,Pop,10/25/1990,
3540,Martika [CD],Martika,R&B Soul,10/25/1990,
3541,Rechordings [CD],David Foster,Easy Listening,09/17/1991,
3542,Very Best of Sarah Brightman: 1990-2000 [CD],Sarah Brightman,Pop,07/10/01,
3543,Classics: The Best of Sarah Brightman [CD],Sarah Brightman,Vocal,11/20/2001,
3544,The Essential Meat Loaf [CD],Meat Loaf,Pop,09/13/2011,
3545,Songs from Ally McBeal [CD],Vonda Shepard,Soundtracks & Shows,05/05/98,
3546,Yes I Am [CD],Melissa Etheridge,Pop,09/21/1993,5
3547,Icon [CD],The Village People,Pop,06/03/14,
3548,After Hours [CD],Raul Malo,Country,07/17/2007,
3549,Earth Is Not A Cold Dead Place [LP] - VINYL,Explosions in the Sky,Pop,11/04/03,
3550,Comeback Cadillac [CD],The Weeks,Pop,07/08/08,
3551,Timeless [CD],Sarah Brightman,Vocal,09/29/1998,
3552,"Parsley, Sage, Rosemary and Thyme [CD]",Simon & Garfunkel,Folk,08/21/2001,
3553,Meditation and Visualisation [CD],Mind Body & Soul,New Age,08/28/2001,
3554,Meditation of the Soul [CD],Snatam Kaur,New Age,08/07/15,
3555,Music in the Wind [CD],Carmon Moon,New Age,02/26/2007,
3556,Healing Chakras [CD],Andy Bramhill,New Age,09/17/2012,
3557,The Happy Error [CD],Michael Santos,Electronic/Dance,03/02/10,
3558,Dawn [CD],Kolacny Brothers,New Age,11/26/2010,
3559,Piano Poems [CD],Tron Syversen,New Age,01/11/11,
3560,Mountains [CD],Thom Brennan,New Age,07/29/2005,
3561,Cures for St. Valentine's Blues [CD],David Belmont,New Age,09/28/1999,
3562,The Sound of Paul Horn/Profile of a Jazz Musician [CD],Paul Horn,New Age,01/21/2003,
3563,A Woman's Chant [CD],Freeana,New Age,03/08/05,
3564,Sacred Road [CD],David Lanz,New Age,04/23/1996,
3565,Music of the Spheres [Bonus CD] [CD],Mike Oldfield,New Age,11/17/2008,
3566,Can't Go Back [CD],Lisa Novak,New Age,02/20/2012,
3567,Devotion [CD],Anaya,New Age,11/13/2015,
3568,"Absolutely Gospel, Vol. 3 [CD]",Various Artists,Gospel & Christian,04/06/04,
3569,Marion Maerz [CD],Marion Maerz,New Age,06/30/2015,
3570,Secret Voyage [CD],Blackmore's Night,New Age,07/04/14,
3571,Morning Sadhana with Giani Ji [CD],Gyani Ji,New Age,06/05/12,
3572,"Cafe del Mar: Classic, Vol. 3 [CD]",Café del Mar,Electronic/Dance,03/27/2007,
3573,Meditation [Unknown Label 2015] [CD],Various Artists,New Age,07/10/15,
3574,This Little Light [CD],Matthew Schildt,New Age,04/21/2017,
3575,"Black and White, Vol. 2 [CD]",Danny Wright,New Age,10/16/2012,
3576,Peaceful Being [CD],Richard Noll,New Age,11/17/2017,
3577,My Way: Very Best of Paul Anka [CD],Paul Anka,Pop,04/11/06,
3578,The Greatest Hits [Commercial] [CD],Gladys Knight,R&B Soul,08/09/03,
3579,Singles [CD],Screaming Females,Pop,02/09/10,
3580,Manilow Sings Sinatra [CD],Barry Manilow,Pop,08/04/09,
3581,Sonic Boom [CD & DVD],Kiss,Pop,04/06/10,
3582,"Wednesday Morning, 3 AM [Bonus Tracks] [CD]",Simon & Garfunkel,Folk,04/29/2008,
3583,Unknown Pleasures [CD],Joy Division,Pop,01/13/2008,
3584,De Mysteriis Dom Sathanas [LP] - VINYL,Mayhem,Pop,03/26/2004,
3585,'80s Summer Album [CD],Various Artists,Pop,07/22/2016,5
3586,I Am Shelby Lynne [CD],Shelby Lynne,Country,04/07/15,
3587,Pet Sounds [LP] - VINYL,The Beach Boys,Pop,02/17/2015,
3588,Eclipse [CD],Journey,Pop,06/07/11,
3589,Long Run [LP] [OGV],Eagles,Pop,02/24/2015,
3590,Live at Rockpalast 1978 [CD & DVD],Alvin Lee,Pop,06/11/13,
3591,Unify [CD],World Trade,Pop,08/04/17,
3592,Live at the Checkerboard Lounge [CD],Buddy Guy,Blues,05/20/2016,
3593,No Spare Planet [CD],Esquire,Pop,11/11/16,
3594,Cosmic Explorer [LP] - VINYL,Perfume,Electronic/Dance,08/26/2016,
3595,The Very Best of Fleetwood Mac [Rhino] [CD],Fleetwood Mac,Pop,10/27/2009,
3596,Spells [CD],Ben Lukas Boysen,Pop,06/10/16,
3597,Jamie Lawson [CD],Jamie Lawson,Pop,10/16/2015,
3598,Purification by Sound [CD],Oliver Wakeman,New Age,08/05/03,
3599,The Driven Bow [CD],Alasdair Fraser,Folk,05/21/1996,
3600,Cosmic Consciousness: Paul Horn in Kashmir & India [CD],Paul Horn,New Age,06/11/13,
3601,Global Journey: Celtic Rhythms [CD],Global Journey,World,03/08/11,
3602,"Healing Series, Vol. 5: Cloud Hands [CD]",Peter Kater,New Age,03/03/09,
3603,Relax Yourself: Relaxation & Serenity Music [CD],Various Artists,New Age,03/10/17,
3604,One Track Heart [CD],Krishna Das,World,08/20/2013,
3605,"Guitar Renaissance, Vol. 2 [CD]",Kazumi Watanabe,Jazz,03/25/2016,
3606,Pinnacles [2005] [CD],Edgar Froese,Electronic/Dance,04/25/2006,
3607,Ambient 2: The Plateaux of Mirror [CD],Harold Budd,Avant-Garde,04/21/2015,
3608,Golden Flower Meditation Series 3: Dot Meditation [CD],Various Artists,New Age,12/30/2013,
3609,Chamber Music [CD & DVD],Sejane & Grasis,New Age,06/09/15,
3610,Saprema [CD],Karen Johns,New Age,02/18/2010,
3611,All You Need [CD],Arthur Dobrucki,New Age,05/05/09,
3612,Nolwenn Leroy [CD],Nolwenn Leroy,New Age,10/12/10,
3613,Music for Yoga Practice: Morning & Evening [CD],Roop Verma,New Age,08/20/2003,
3614,While the Trees Sleep [CD],David Nevue,New Age,06/03/03,
3615,Golden Bowls of Compassion [CD],Karma Moffett,New Age,12/11/07,
3616,Delta Sleep Solution: Sleepy Rain [CD],Jeffrey D. Thompson,New Age,06/05/07,
3617,Qi Gong [CD & DVD],Canda,New Age,03/11/16,
3618,Heavens Open [CD],Mike Oldfield,New Age,07/31/2000,
3619,Embrace the Spirit [CD],Nawal,World,09/13/2011,
3620,Gulf Coast Blues & Impressions: A Hurricane Relief Benefit [CD],George Winston,New Age,10/04/06,
3621,Between Two Worlds [CD],Daniel Paul,New Age,05/10/05,
3622,Pres De Paris [CD],Pierre Bensusan,New Age,08/07/12,
3623,Ano Natsu No Naka/Ai No Sanka [CD],Sophia,New Age,07/06/05,
3624,"The Lord of the Rings, Vol. 2 [CD]",John Sangster,Jazz,03/08/11,
3625,Bootstrap Physics [CD],Timothy Vajda,New Age,09/18/2012,
3626,Volume 1: Sound Magic [CD],Afro Celt Sound System,New Age,09/23/2008,
3627,Image 10 Emotional & Relaxing [CD],Various Artists,New Age,02/02/10,
3628,Global Village [CD],Karunesh,New Age,04/11/06,
3629,Spa Series: Serenity [CD],Various Artists,New Age,04/24/2012,
3630,Tarot: Music for Readings [CD],Gene Newton,Electronic/Dance,05/23/2003,
3631,Then Sings My Soul [CD],Jenny Oaks Baker,Classical,01/26/2010,
3632,Hdcd Sampler [CD],Various Artists,New Age,03/22/1994,
3633,Mantram [CD],Steve Roach,New Age,09/14/2004,
3634,Mirror of Truth [CD],Clara Ponty,New Age,11/06/09,
3635,Richard Clayderman [CD],Richard Clayderman,Easy Listening,09/22/2009,
3636,"Land, Sea and Sky [CD]",Spiral Ascention,New Age,01/01/13,
3637,Pearl Moon: Music For the Inner Spirit [CD],Xavier Quijas Yxayotl,New Age,03/21/1999,
3638,Love & Peace [CD],Lisa Lynne Franco,World,06/03/08,
3639,Lightness of Being [CD],Sat-Kartar Kaur Khalsa,New Age,10/11/12,
3640,"Spirit of Light, Vol. 2 [CD]",David Wright,Easy Listening,12/06/11,
3641,Spiral [Remastered] [CD],Vangelis,Electronic/Dance,12/03/13,
3642,Awakening to the Reality That You Are Never Alone [CD],Dr. Silke,New Age,07/20/2004,
3643,Sacred: A Spiritual Journey [CD],Irish Tenors,Vocal,09/13/2005,
3644,Pyramid [CD],Alan Parsons,Pop,01/27/2009,
3645,Incomparable [CD],Dead by April,Pop,09/27/2011,
3646,The Ghosts of Pripyat [CD],Steve Rothery,Pop,02/10/15,
3647,Days of Purgatory [2016 Reissue] [3 LP] [LP] - VINYL,Iced Earth,Pop,02/12/16,
3648, The Old Guys [CD],Amy Rigby,Pop,02/23/2018,
3649,Papa Blues [CD],Papa John Creach,Blues,03/04/94,
3650,Conquering Dystopia [LP] - VINYL,Conquering Dystopia,Pop,07/08/14,
3651,Chicago III [CD],Chicago,Pop,07/16/2002,
3652,Formulas Fatal to the Flesh [CD],Morbid Angel,Pop,01/13/2008,
3653,Drive [CD],Michael Reno Harrell,Pop,10/05/06,
3654,"Smoke, No Fire [CD]",Leni Stern,Pop,11/19/2012,
3655,Closer Home [CD],Michael Reno Harrell,Folk,10/05/06,
3656,Metanoia [CD],For All Eternity,Pop,07/10/15,
3657,"Kid Rock Southern Rock Tribute, Vol. 2 [CD]",Various Artists,Pop,10/27/2017,
3658,Ghost in the Ruins: A Tribute to Chris Oliva [CD],Savatage,Pop,12/05/11,
3659,Wake Up You! Vol. 1 : The Rise & Fall of Nigerian Rock Music 1972-1977 [CD],Various Artists,Pop,04/15/2016,
3660,"Wanna Party!, Vol. 2 [CD]",Various Artists,Pop,03/23/2018,
3661,25 Hits from the British Invasion [CD],Various Artists,Easy Listening,07/16/2002,
3662,Obituary [Bonus Track] [CD],Obituary,Pop,03/17/2017,4.9
3663,We the People [CD],Adrenaline Mob,Pop,06/02/17,4.9
3664,From the Vault: Sticky Fingers Live at the Fonda Theater 2015 [CD & DVD],The Rolling Stones,Pop,09/29/2017,5
3665,Dirt [CD],Alice in Chains,Pop,09/29/1992,4.8
3666,Beautiful Trauma [LP] - VINYL,P!nk,Pop,10/13/2017,5
3667,Walk Between Worlds [CD],Golaná,New Age,08/27/2002,
3668,Fever Dreams [CD],Steve Roach,New Age,04/06/04,
3669,Toys in the Attic [CD],Aerosmith,Pop,09/07/93,5
3670,Prisoner [CD],Ryan Adams,Pop,02/17/2017,4.5
3671,Harry Styles [Limited Edition] [Hardcover Book] [CD],Harry Styles,Pop,05/12/17,4.7
3672,All Over the World: The Very Best of Electric Light Orchestra [LP] - VINYL,Electric Light Orchestra,Pop,09/30/2016,4.5
3673,Life Starts Now [CD],Three Days Grace,Pop,09/22/2009,4.8
3674,The Very Best of Frankie Valli & the Four Seasons [Rhino 2002] [CD],Frankie Valli & the Four Seasons,Pop,01/14/2003,4.9
3675,AM [LP] - VINYL,Arctic Monkeys,Pop,09/10/13,4.7
3676,"All Your Fault, Pt. 1 [CD] [PA]",Bebe Rexha,Pop,03/31/2017,4.5
3677,We Are the Ones [CD],Dee Snider,Pop,10/28/2016,4.3
3678,Every Open Eye [Only @ Best Buy] [CD],Chvrches,Pop,09/11/15,4.6
3679,Turn It on Again: The Hits [CD],Genesis,Pop,03/27/2007,4.5
3680,Black & White Night [CD/DVD] [CD & DVD],Roy Orbison,Pop,02/24/2017,4.9
3681,Alice in Chains [CD],Alice in Chains,Pop,11/07/95,5
3682,A Rush of Blood to the Head [LP] - VINYL,Coldplay,Pop,09/02/08,4.8
3683,Killer Elite [CD & DVD],DragonForce,Pop,07/22/2016,4.2
3684,Low in High School [CD],Morrissey,Pop,11/17/2017,3.7
3685,River [LP] - VINYL,Bruce Springsteen,Pop,06/16/2015,5
3686,So Good [CD] [PA],Zara Larsson,Electronic/Dance,03/17/2017,4.7
3687,Rage Against the Machine XX [20th Anniversary Edition] [CD] [PA],Rage Against the Machine,Pop,11/27/2012,4.8
3688,MTV Unplugged [CD],Alice in Chains,Pop,07/30/1996,4.7
3689,Hail the Apocalypse [CD],Avatar,Pop,05/13/2014,4.8
3690,The Immaculate Collection [CD],Madonna,Electronic/Dance,12/08/90,4.7
3691,Nine Track Mind [Deluxe] [CD],Charlie Puth,Pop,12/09/16,4.5
3692,The Very Best of Christopher Cross [CD],Christopher Cross,Pop,03/05/02,4.7
3693,Americana [CD],Ray Davies,Pop,04/21/2017,4.3
3694,Fever You Can't Sweat Out [LP] - VINYL,Panic! At the Disco,Pop,05/12/17,5
3695,Precious Memories Collection [CD],Alan Jackson,Country,06/16/2017,5
3696,Blue & Lonesome [LP] - VINYL,The Rolling Stones,Pop,12/02/16,5
3697,Dirty Dancing [Original Motion Picture Soundtrack] [LP] - VINYL,Original Soundtrack,Soundtracks & Shows,11/13/2015,4.5
3698,The Complete Greatest Hits [CD],Eagles,Pop,01/13/2008,5
3699,Sunlit Youth [CD],Local Natives,Pop,09/09/16,4.5
3700,Live at Pompeii [Video] [DVD],,,09/29/2017,4.5
3701,Nirvana [CD],Nirvana,Pop,10/29/2002,4.8
3702,Big Whiskey & the GrooGrux King [LP] - VINYL,Dave Matthews,Pop,06/02/09,4.7
3703,"20th Century Masters - The Millennium Collection: The Best of Marvin Gaye, Vol. 2 [CD]",Marvin Gaye,R&B Soul,01/11/00,4.9
3704,Third Eye Blind [20th Anniversary Reissue] [2CD] [CD],Third Eye Blind,Pop,06/09/17,5
3705,Kidz Bop 34 [CD],Kidz Bop Kids,Children's,01/20/2017,4.8
3706,The Best of Johnny Cash [Curb] [CD],Johnny Cash,Country,08/13/1991,4.6
3707,Top Gun [Original Motion Picture Soundtrack] [CD],Original Soundtrack,Soundtracks & Shows,01/16/2015,4.8
3708,Whiteout Conditions [CD],The New Pornographers,Pop,04/07/17,4.4
3709,1989 [CD],Taylor Swift,Pop,10/27/2014,4.7
3710,Illuminate [13 Tracks] [CD],Shawn Mendes,Pop,05/15/2017,5
3711,After Laughter [LP] - VINYL,Paramore,Pop,09/08/17,5
3712,Ogilala [CD],Billy Corgan,Pop,10/13/2017,4.4
3713,Tooth and Nail [CD],Dokken,Pop,10/28/2008,4.4
3714,Wonder of You: Elvis Presley with the Royal Philharmonic Orchestra [Bonus Track] [CD],Elvis Presley,Pop,10/21/2016,4.7
3715,Greatest Hits [LP] - VINYL,Tom Petty,Pop,08/05/16,5
3716,Greatest Hits [1992] [CD],Queen,Pop,09/15/1992,4.7
3717,Songs from Years Gone By [CD],Ramon Remedios,New Age,07/17/2007,
3718,Anand [CD],Snatam Kaur,New Age,09/06/06,
3719,Pacific Blue [CD],Global Journey,New Age,01/11/11,
3720,Letters To the Farthest Star [CD],Forrest Fang,New Age,03/03/15,
3721,Dream Tracker [CD],Byron Metcalf,New Age,02/02/18,
3722,Nature Sounds: Konig des Waldes - Hirschbrunft [CD],Walter Tilgner,New Age,09/01/98,
3723,Kobialka: Pathless Journey (A Tribute to Toru Takemitsu) [CD],Daniel Kobialka,New Age,09/07/04,
3724, There's a Riot Going On [LP] - VINYL,Yo La Tengo,Pop,03/16/2018,
3725, Songbird [CD],Eva Cassidy,Pop,03/09/18,
3726, The Cat & the Fiddle [CD],Papa John Creach,Pop,03/16/2018,
3727,The Thundering Heard (Songs of Hoof and Horn) [CD],Eagle Twin,Pop,03/30/2018,
3728,Nothingface [CD],Voivod,Pop,03/23/2018,
3729, Scourge [CD],Monotheist,Pop,03/16/2018,
3730, Mark of the Necrogram [CD],Necrophobic,Pop,02/23/2018,
3731,Live at Luther College [LP] - VINYL,Dave Matthews,Pop,01/05/18,
3732, Everybody's Insecure [CD],Elk City,Pop,03/16/2018,
3733,Big Bad John & Deck of Cards [CD],Wink Martindale,Pop,11/03/17,
3734,Drew's Famous Kids Bible Songs & Stories [CD],Hit Crew,Pop,02/09/18,
3735,Wrong Creatures [LP] - VINYL,Black Rebel Motorcycle Club,Pop,01/12/18,
3736,Bestial Hymns of Perversion [CD],Of Feather and Bone,Pop,03/23/2018,
3737, Livin' Oblivion [CD],Black Wizard,Pop,03/16/2018,
3738,The Concert in Central Park [LP] - VINYL,Simon & Garfunkel,Folk,10/06/17,
3739,The Time-Life Treasury of Christmas: Holiday Memories [CD],Various Artists,Holiday,09/17/2002,5
3740,Mollusk [Green Vinyl] [LP] - VINYL,Ween,Pop,03/18/2016,
3741,Santana III [CD],Santana,Pop,03/25/2008,
3742,Love Songs of the 80's [Sony] [CD],Various Artists,R&B Soul,01/01/01,5
3743,Khaos Legions [CD],Arch Enemy,Pop,06/07/11,
3744,Portamento [LP] - VINYL,The Drums,Pop,09/13/2011,
3745,Paradigm Shift: Tour Edition [Only @ Best Buy] [CD],Korn,Pop,07/15/2014,4.8
3746,Greatest Hits [CD],Pat Benatar,Pop,06/07/05,4.9
3747,Emperor of Sand [LP] [Bonus Tracks],Mastodon,Pop,03/31/2017,4.9
3748,Darkness on the Edge of Town [LP] - VINYL,Bruce Springsteen,Pop,06/16/2015,5
3749,Asylum [CD] [PA],Disturbed,Pop,08/31/2010,4.7
3750,Ten Thousand Ways to Die [CD],Obituary,Pop,10/21/2016,4.3
3751,"How Big, How Blue, How Beautiful [Bonus Tracks] [CD]",Florence + the Machine,Pop,06/02/15,4.8
3752,What's Inside: Songs from Waitress [CD],Sara Bareilles,Pop,11/06/15,4.6
3753,Greatest Hits [CD],The Cure,Pop,11/13/2001,4.5
3754,Seasons in the Abyss [CD] [PA],Slayer,Pop,03/12/02,4.8
3755,We Are Not Alone [CD] [PA],Breaking Benjamin,Pop,06/29/2004,4.6
3756,Metal Health [Bonus Tracks] [CD],Quiet Riot,Pop,08/28/2001,4.2
3757,Just One Look: Classic Linda Ronstadt [CD],Linda Ronstadt,Country,08/21/2015,4.6
3758,Pitch Perfect 2 [Special Edition] [CD],Original Soundtrack,Soundtracks & Shows,08/28/2015,5
3759,South of Heaven [CD] [PA],Slayer,Pop,03/12/02,4.7
3760,Vitalogy [Expanded Edition] [CD],Pearl Jam,Pop,03/29/2011,5
3761,Songbook [CD] [PA],Chris Cornell,Pop,11/21/2011,4.8
3762,35 Biggest Hits [CD],Tim McGraw,Country,07/17/2015,5
3763,"The Traveling Wilburys, Vol. 1 [CD]",The Traveling Wilburys,Pop,10/14/2016,4.8
3764,Gasoline [CD],Theory of a Deadman,Pop,03/29/2005,4.4
3765,Us and Them [CD],Shinedown,Pop,10/04/05,4.8
3766,Greatest Hits [CD],Lifehouse,Pop,07/14/2017,4.5
3767,"The Best Of, Vol. 1 [CD]",Depeche Mode,Pop,11/14/2006,4.9
3768,"La Sexorcisto: Devil Music, Vol. 1 [LP] - VINYL",White Zombie,Pop,05/08/12,5
3769,Rock of Ages [Original Motion Picture Soundtrack] [CD],Original Soundtrack,Soundtracks & Shows,06/05/12,4.7
3770,Shallow Bay: The Best of Breaking Benjamin [CD] [PA],Breaking Benjamin,Pop,08/16/2011,4.8
3771,No Roots EP [CD],Alice Merton,Pop,08/11/17,5
3772,The Ultimate Collection [CD],Michael McDonald,Pop,08/09/05,4.9
3773,Hail to the King [CD] [PA],Avenged Sevenfold,Pop,07/30/2013,5
3774,Odelay [LP] - VINYL,Beck,Pop,12/02/16,4.8
3775,OK Computer [LP] - VINYL,Radiohead,Pop,05/20/2016,4.8
3776,The  Best of Candlebox [CD],Candlebox,Pop,05/23/2006,5
3777,Greatest Hits - Vol. 2 [CD],Linda Ronstadt,Country,10/25/1990,5
3778,Hard Rain [LP] - VINYL,Bob Dylan,Pop,11/10/17,5
3779, Diamond Cuts: The B-Sides [CD],Airbourne,Pop,02/23/2018,4
3780,L O V E  [CD],kirstin,Pop,07/14/2017,5
3781,Nick Jonas [Bonus Tracks] [CD] [PA],Nick Jonas,Pop,11/10/14,4.8
3782,Sounds Good Feels Good [CD],5 Seconds of Summer,Pop,10/23/2015,4.6
3783,Four [CD],Blues Traveler,Pop,09/13/1994,4.7
3784,Face Value [Deluxe Edition] [CD],Phil Collins,Pop,01/29/2016,4.7
3785,Pass the Jar: Live from the Fabulous Fox Theatre in Atlanta [CD & DVD],Zac Brown,Country,05/04/10,4.8
3786,Midnight [CD],Grace Potter,Pop,08/14/2015,4.5
3787,True Believers [CD],Darius Rucker,Country,05/21/2013,4.7
3788,Morrison Hotel [Digital Remaster] [2013] [CD],The Doors,Pop,03/26/2013,4.4
3789,Echo [CD],Tom Petty,Pop,04/13/1999,5
3790,Official Live: 101 Proof [CD],Pantera,Pop,07/29/1997,5
3791,Reincarnate [Only @ Best Buy] [CD],Motionless in White,Pop,09/16/2014,4.8
3792,PlectrumElectrum [CD],3rdEyeGirl,Pop,09/30/2014,4.3
3793,Mi Pasion [CD],Armik,New Age,07/18/2006,
3794,Spirit Dome: Live Archive [CD],Steve Roach,New Age,02/10/09,
3795,Aguirre [Bonus Track] [CD],Popol Vuh,Electronic/Dance,12/18/2012,
3796,Joy [CD],Jim Brickman,New Age,11/12/13,
3797,Chakra Healing [CD],Dean Evenson,New Age,06/10/08,
3798,Groundrush [CD],Green Isac,Electronic/Dance,04/03/01,
3799,Out of the Blue [CD],Bill Hallett,New Age,10/21/2003,
3800,On-The-Loose Dreams [CD],Pomes In A Pail,New Age,05/07/07,
3801,Fibonacci's Dream [CD],Lawrence Blatt,New Age,01/01/07,
3802,Hennie Bekker's Tranquility: Essence of Romance [CD],Hennie Bekker,World,10/27/2005,
3803,Golden Voice [CD],Bhagavan Das,New Age,09/07/12,
3804,"Imaginational Anthem, Vol. 4: New Possibilities [CD]",Various Artists,Avant-Garde,09/21/2010,
3805,Edge of the Century [CD],R. Carlos Nakai,New Age,07/31/2001,
3806,Rising Sun [CD],Narada Michael Walden,New Age,09/24/2013,
3807,First Light: The Best of Golana [CD],Golaná,New Age,10/21/2008,
3808,The Killing Fields [Original Soundtrack] [CD],Mike Oldfield,Soundtracks & Shows,02/05/16,
3809,Music for Healing and Massage [CD],Various Artists,New Age,04/24/2012,
3810,Mother's Calling [CD],Ambika,New Age,03/23/2018,
3811,On the Wings of Love [CD],David Osborne,New Age,01/20/2015,
3812,Ali's Dance [CD],Toshiki Nunokawa,New Age,09/29/2009,
3813,Namo [CD],Gurudass,New Age,10/19/2011,
3814,Sensual Mind [CD],Back to Earth,World,11/25/2008,
3815,"DeLuxe Collection, Vol. 1 [CD]",Suzanne Ciani,New Age,03/22/2011,
3816,Kokopelli Christmas [CD],Douglas Blue Feather,Holiday,09/11/08,
3817,Pure Yoga Zen [CD],Various Artists,New Age,03/04/16,
3818,Huna [CD],Sada Simran Kaur,New Age,08/17/2010,
3819,Zen Basic [CD],After Work Meditation,New Age,01/20/2015,
3820,"Healing Series, Vol. 3: Ambrosia [CD]",Peter Kater,New Age,03/03/09,
3821,Stories of Forgiveness [CD],Camille D'Arienzo,Comedy/Spoken,05/30/2012,
3822,Enchantment: Compilation 2 [CD],Karunesh,New Age,09/13/2011,
3823,Live in Concert [CD],Mirabai Ceiba,New Age,05/13/2014,
3824,Pianissimoraz [CD],Patrick Moraz,Easy Listening,04/10/12,
3825,Holy Mountain [CD],Anthony Bez,New Age,09/09/03,
3826,Ki [CD],Kitaro,New Age,07/29/2016,
3827,Andrew Jackson: The Atrocious Saint [CD],Christopher Hedge,New Age,08/19/2008,
3828,Prayer: A Windham Hill Collection [CD],Various Artists,Gospel & Christian,09/09/03,
3829,Essence of Buddhist [CD],Various Artists,New Age,06/17/2014,
3830,Vividly [CD],Pierre Bensusan,New Age,11/22/2010,
3831,Prayer [CD],Uttara-Kuru,New Age,09/27/1999,
3832,Journey to the Goddess [CD],Lisa Thiel,New Age,10/16/1997,
3833,Blue Radiance [CD],Erik Wøllo,New Age,04/14/2015,
3834,By the Way [CD],Red Hot Chili Peppers,Pop,07/09/02,4.6
3835,Jar of Flies [LP] - VINYL,Alice in Chains,Pop,04/06/10,5
3836,Torches [CD],Foster the People,Pop,05/23/2011,4.9
3837,The Cream of Clapton [CD],Eric Clapton,Blues,03/07/95,4.7
3838,Violator [2017 CD Reissue] [CD],Depeche Mode,Pop,06/16/2017,5
3839,Professional Rapper [CD] [PA],Lil Dicky,Pop,07/31/2015,4.5
3840,Chapter 1 [CD],Kane Brown,Country,03/11/16,5
3841,Frozen: The Songs [CD],Original Soundtrack,Children's,09/30/2014,4.8
3842,What a Night! A Christmas Album [CD],"Harry Connick, Jr.",Holiday,11/04/08,4.4
3843,Goodbye Yellow Brick Road [CD],Elton John,Pop,03/25/2014,5
3844,Damn Country Music [CD],Tim McGraw,Country,11/06/15,4.6
3845,Temple of the Dog [CD],Temple of the Dog,Pop,04/16/1991,4.7
3846,Onyx [CD],Pop Evil,Pop,05/14/2013,4.6
3847,Alone [CD],Pretenders,Country,10/21/2016,4.1
3848,Come on Get Happy: Very Best of Partridge Family [Remastered] [CD],The Partridge Family,Pop,05/03/05,5
3849,Aerosmith's Greatest Hits [CD],Aerosmith,Pop,01/16/2015,5
3850,Afterburner [CD],ZZ Top,Pop,10/25/1990,3.3
3851,By the Way I Forgive You [LP] - VINYL,Brandi Carlile,Pop,02/16/2018,5
3852,Under Lock and Key [CD],Dokken,Pop,02/03/09,4.3
3853,The  Other Side [CD],The Walls Group,Gospel & Christian,11/03/17,5
